section_name,fixed_restaurant_merchant_count,merchants_with_any_rolling30_activity_observed,first_active_during_activity_merchant_count,first_active_during_activity_merchant_share,merchants_with_no_rolling30_activity_observed
restaurant_include_first_active_during_activity,1068,1066,304,0.2846,2
