section_name,fixed_restaurant_merchant_count,merchant_rows_found_in_snapshot,created_during_activity_merchant_count,created_during_activity_merchant_share,missing_create_time_merchant_count
restaurant_include_created_during_activity,1068,1068,215,0.2013,0
